#1 Nodes,                 #2 AvgThroughput,               #4 totalBKThroughput, 
#6 totalBEThroughput,       #8 totalVIThroughput,           #10 totalVOThroughput,
#12 totalCollisions,        #14 totalBKCollisions,          #16 totalBECollisions,
#18 totalVICollisions,      #20 TotalVOCollisions,          #22 totalInternalCollisions,    
#24 totalBKIntCol,          #26 totalBEIntCol,              #28 totalVIIntCol,
#30 totalVOIntCol,          #32 overallFairness,            #34 BKFairness,
#36 BEFairness,             #38 VIFairness,                 #40 VOFairness,
#42 avgTimeBtSxTxBK,        #44 avgTimeBtSxTxBE,            #46 avgTimeBtSxTxVI,
#48 avgTimeBtSxTxVO,        #50 qEmptyBK,                   #52 qEmptyBE,
#54 qEmptyVI,               #56 qEmptyVO                    #58 totalDropped,
#60 droppedBK,              #62 droppedBE                   #64 droppedVI,
#66 droppedVO               #68 channelErrors               #70 stickiness
#72 totalThroughputUnsat    #74 totalThroughputSat          #76 totalThroughputEDCA
#78 totalBKthroughputEDCA   #80 totalBEthroughputEDCA       #82 totalVIthroughputEDCA
#84 totalVOthroughputEDCA   #86 totalThroughputECA          #88 totalBKthroughputECA
#90 totalBEthroughputECA    #92 totalVIthroughputECA        #94 totalVOthroughputECA
#96 avgTimeBtSxTxBkEDCA     #98 avgTimeBtSxTxBeEDCA         #100 avgTimeBtSxTxViEDCA
#102 avgTimeBtSxTxVoEDCA    #104 avgTimeBtSxTxBkECA         #106 avgTimeBtSxTxBeECA
#108 avgTimeBtSxTxViECA     #110 avgTimeBtSxTxVoECA         #112 BKCollisionsEDCA
#114 BECollisionsEDCA       #116 VICollisionsEDCA           #118 VOCollisionsEDCA
#120 BKCollisionsECA        #122 BECollisionsECA            #124 VICollisionsECA
#126 VOCollisionsECA
1 24046600 2000 24046600 2000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0.0004890495 4.04999999999872e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24046600 2000 24046600 2000 24046600 2000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0004890495 4.04999999999872e-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
2 24176050 3250 24176050 3250 0 0 0 0 0 0 12769.5 20.5 0.110503 0.000170999999999998 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.999994 2.000000000002e-06 0.999994 2.000000000002e-06 0 0 0 0 0 0 0.000972868 1.27999999999955e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24176050 3250 24176050 3250 24176050 3250 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.000972868 1.27999999999955e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.110503 0.000170999999999998 0 0 0 0 0 0 
3 23646800 1900 23646800 1900 0 0 0 0 0 0 22174.5 5.5 0.1832535 7.04999999999872e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.999987 2.000000000002e-06 0.999987 2.000000000002e-06 0 0 0 0 0 0 0.001491975 1.24999999999908e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 23646800 1900 23646800 1900 23646800 1900 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.001491975 1.24999999999908e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1832535 7.04999999999872e-05 0 0 0 0 0 0 
4 23097450 17150 23097450 17150 0 0 0 0 0 0 29296 121 0.2354055 0.000824499999999992 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.99992 7.89999999999957e-05 0.99992 7.89999999999957e-05 0 0 0 0 0 0 0.00203675 1.35000000000001e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.5 2.5 8.5 2.5 0 0 0 0 0 0 0 0 0 0 0 0 23097450 17150 23097450 17150 23097450 17150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00203675 1.35000000000001e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2354055 0.000824499999999992 0 0 0 0 0 0 
5 22614550 9350 22614550 9350 0 0 0 0 0 0 34993 66 0.275281 0.000421999999999978 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.999962 1.6000000000016e-05 0.999962 1.6000000000016e-05 0 0 0 0 0 0 0.002600195 1.11499999999988e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29.5 4.5 29.5 4.5 0 0 0 0 0 0 0 0 0 0 0 0 22614550 9350 22614550 9350 22614550 9350 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.002600195 1.11499999999988e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.275281 0.000421999999999978 0 0 0 0 0 0 
6 22190150 1050 22190150 1050 0 0 0 0 0 0 39622.5 29.5 0.306393 0.000171000000000004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9998385 1.95000000000056e-05 0.9998385 1.95000000000056e-05 0 0 0 0 0 0 0.003180295 2.15000000000024e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 56.5 1.5 56.5 1.5 0 0 0 0 0 0 0 0 0 0 0 0 22190150 1050 22190150 1050 22190150 1050 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003180295 2.15000000000024e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.306393 0.000171000000000004 0 0 0 0 0 0 
7 21804250 6350 21804250 6350 0 0 0 0 0 0 43656.5 46.5 0.333063 0.000139 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.999822 6.40000000000085e-05 0.999822 6.40000000000085e-05 0 0 0 0 0 0 0.00377608 1.34000000000007e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 112 5 112 5 0 0 0 0 0 0 0 0 0 0 0 0 21804250 6350 21804250 6350 21804250 6350 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00377608 1.34000000000007e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333063 0.000139 0 0 0 0 0 0 
8 21470150 2150 21470150 2150 0 0 0 0 0 0 47105.5 15.5 0.354864 0.000155999999999989 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.999619 0.000151000000000012 0.999619 0.000151000000000012 0 0 0 0 0 0 0.00438353 1.89999999999739e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 172.5 0.5 172.5 0.5 0 0 0 0 0 0 0 0 0 0 0 0 21470150 2150 21470150 2150 21470150 2150 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00438353 1.89999999999739e-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.354864 0.000155999999999989 0 0 0 0 0 0 
9 21171800 11400 21171800 11400 0 0 0 0 0 0 50177 112 0.37422 0.00067600000000001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9997725 6.65000000000249e-05 0.9997725 6.65000000000249e-05 0 0 0 0 0 0 0.00500022 2.3600000000003e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 219 8 219 8 0 0 0 0 0 0 0 0 0 0 0 0 21171800 11400 21171800 11400 21171800 11400 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00500022 2.3600000000003e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.37422 0.00067600000000001 0 0 0 0 0 0 
10 20915350 23250 20915350 23250 0 0 0 0 0 0 52784 201 0.390426 0.00119999999999998 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.9994875 1.14999999999976e-05 0.9994875 1.14999999999976e-05 0 0 0 0 0 0 0.005625535 6.31499999999979e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 297 12 297 12 0 0 0 0 0 0 0 0 0 0 0 0 20915350 23250 20915350 23250 20915350 23250 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.005625535 6.31499999999979e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.390426 0.00119999999999998 0 0 0 0 0 0 
